cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
South Female,25-34,TV,Unknown,Lavoro subordinato,Scientifico / Farmaceutico,GO ,Hired
Central Male,45-54,BO,Unknown,Lavoro subordinato,Operai Generici,CN ,Not Hired
South Female,55-74,TO,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,25-34,PO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BG ,Hired
South Male,35-44,GO,Vocational Certificate,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Male,45-54,MC,Unknown,Lavoro subordinato,Commerciale / Vendita,BS ,Hired
South Male,35-44,VR,Undergraduate,Lavoro subordinato,Commerciale / Vendita,UD ,Not Hired
Central Male,45-54,BS,Vocational Certificate,Lavoro subordinato,Operai Generici,VR ,Not Hired
South Female,45-54,BS,Other,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,45-54,MI,Other,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
South Male,35-44,MI,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,RM ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Operai Generici,VR ,Not Hired
Central Female,35-44,CN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,RE ,Not Hired
South Male,55-74,TO,Unknown,Ricerca e selezione,Operai Specializzati,PI ,Not Hired
South Female,45-54,PR,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Male,45-54,UD,Unknown,Ricerca e selezione,Operai Generici,AO ,Hired
South Female,45-54,PD,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,RM ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VE ,Not Hired
South Female,35-44,PN,Higher Technical Institute,Lavoro subordinato,Operai Generici,VE ,Not Hired
South Male,35-44,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TN ,Not Hired
South Female,25-34,MB,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,15-24,MB,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
South Male,45-54,AN,Unknown,Lavoro subordinato,Operai Specializzati,VE ,Not Hired
South Female,45-54,TO,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
South Female,45-54,BO,Unknown,Ricerca e selezione,Ingegneria Impiantistica,BO ,Not Hired
South Female,35-44,RM,Unknown,Ricerca e selezione,Segreteria / Servizi Generali,BG ,Hired
South Male,35-44,SU,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Hired
Central Male,15-24,BG,Unknown,Ricerca e selezione,Operai Generici,TV ,Not Hired
South Male,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Male,35-44,VR,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,CN ,Hired
South Male,55-74,CO,Graduate,Lavoro subordinato,Finanza / Contabilità,CN ,Not Hired
South Female,25-34,PR,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
South Female,25-34,BO,Other,Ricerca e selezione,Operai Generici,BS ,Not Hired
South Male,35-44,MI,Unknown,Lavoro subordinato,Commerciale / Vendita,VI ,Not Hired
Central Male,35-44,UD,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,UD ,Not Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
South Male,15-24,VA,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,RM ,Not Hired
South Male,45-54,TV,Vocational Certificate,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
South Male,25-34,BS,Unknown,Lavoro subordinato,Operai Generici,MN ,Not Hired
South Female,45-54,MB,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,45-54,MB,Unknown,Ricerca e selezione,Operai Specializzati,VR ,Not Hired
South Male,35-44,TO,Unknown,Lavoro subordinato,Operai Specializzati,BO ,Hired
South Male,25-34,MI,Other,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,15-24,BG,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
South Male,35-44,PN,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,RO ,Not Hired
South Male,15-24,TO,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,MB ,Hired
South Female,55-74,PU,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
Central Male,35-44,BS,Other,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Male,25-34,VI,Other,Ricerca e selezione,Operai Specializzati,VR ,Not Hired
South Female,45-54,BG,Unknown,Ricerca e selezione,Operai Generici,BO ,Not Hired
South Male,35-44,MI,Unknown,Ricerca e selezione,Operai Specializzati,AQ ,Hired
South Female,35-44,NO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,CA ,Hired
South Male,25-34,PI,Other,Ricerca e selezione,Operai Specializzati,BG ,Hired
South Female,25-34,MI,Other,Lavoro subordinato,Operai Generici,UD ,Not Hired
Central Male,35-44,MI,Unknown,Ricerca e selezione,Operai Generici,TO ,Not Hired
South Female,45-54,PN,Unknown,Lavoro subordinato,Finanza / Contabilità,MB ,Not Hired
South Male,35-44,MI,Other,Ricerca e selezione,Operai Specializzati,TO ,Not Hired
South Female,15-24,VR,Higher Technical Institute,Lavoro subordinato,Operai Specializzati,MB ,Hired
South Female,25-34,BG,Other,Ricerca e selezione,Finanza / Contabilità,MI ,Not Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Male,45-54,VA,Other,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
South Female,35-44,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,VI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,RM,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BS ,Hired
South Female,15-24,BS,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
South Male,15-24,BO,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,CO ,Not Hired
South Female,35-44,BG,Unknown,Ricerca e selezione,Operai Generici,BO ,Not Hired
South Female,25-34,TE,Unknown,Lavoro subordinato,Manutenzione / Riparazione,PU ,Not Hired
South Male,55-74,MO,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Male,15-24,BG,Other,Lavoro subordinato,Operai Generici,MB ,Not Hired
South Female,35-44,FE,Unknown,Ricerca e selezione,Operai Generici,LO ,Not Hired
South Female,35-44,MB,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
South Female,55-74,MB,Unknown,Ricerca e selezione,Operai Generici,VA ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Male,25-34,TV,Other,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,BO ,Hired
South Female,35-44,BG,Other,Lavoro subordinato,Operai Specializzati,CN ,Not Hired
South Male,35-44,CN,Unknown,Ricerca e selezione,Finanza / Contabilità,BS ,Not Hired
South Male,25-34,TN,Other,Ricerca e selezione,Commerciale / Vendita,PI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Commerciale / Vendita,CN ,Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Specializzati,VA ,Not Hired
South Male,55-74,BO,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BS ,Not Hired
South Female,25-34,VE,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,TO ,Not Hired
South Male,15-24,BO,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,FI ,Not Hired
South Male,25-34,CR,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
Central Male,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
South Male,45-54,PD,Vocational Certificate,Ricerca e selezione,Operai Specializzati,VE ,Not Hired
Central Female,45-54,BG,High School,Lavoro subordinato,Finanza / Contabilità,BG ,Hired
South Female,35-44,MI,Vocational Certificate,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,NU ,Not Hired
Central Female,25-34,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Not Hired
South Female,15-24,PD,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
South Male,35-44,MI,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,45-54,BO,Unknown,Lavoro subordinato,Manutenzione / Riparazione,BS ,Not Hired
South Male,25-34,BO,Other,Ricerca e selezione,Operai Generici,RM ,Not Hired
South Female,55-74,BG,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BG ,Not Hired
South Female,25-34,CR,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,RM ,Not Hired
South Female,25-34,CN,Unknown,Ricerca e selezione,Impiegati,BG ,Hired
South Female,25-34,TV,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,PU ,Not Hired
South Female,55-74,MI,Unknown,Ricerca e selezione,Operai Generici,AR ,Hired
South Female,55-74,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Hired
South Male,35-44,TO,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Male,25-34,BS,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,35-44,RM,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Manutenzione / Riparazione,PI ,Not Hired
South Female,35-44,BG,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Male,45-54,TO,Other,Ricerca e selezione,Operai Specializzati,BS ,Hired
South Female,55-74,MO,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,35-44,VA,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
South Female,15-24,MB,Unknown,Ricerca e selezione,Personale Aeroportuale,RE ,Not Hired
South Female,45-54,BG,Other,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,35-44,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,45-54,BS,Unknown,Lavoro subordinato,Operai Specializzati,LO ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,FE,Unknown,Lavoro subordinato,Finanza / Contabilità,TO ,Not Hired
Central Male,55-74,MO,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BO ,Hired
North Female,25-34,PN,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Hired
South Female,35-44,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,CO ,Hired
South Female,45-54,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,PD ,Not Hired
Central Female,35-44,BO,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Male,35-44,TV,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,PD ,Hired
South Female,25-34,MB,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,PU ,Not Hired
South Male,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
South Male,35-44,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Hired
South Female,35-44,VI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BI ,Hired
Central Male,45-54,TS,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Female,35-44,BS,Unknown,Ricerca e selezione,Operai Specializzati,BS ,Not Hired
South Female,45-54,VA,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,RE ,Not Hired
South Female,55-74,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,15-24,CO,Other,Ricerca e selezione,Operai Specializzati,BS ,Not Hired
North Male,25-34,NO,Unknown,Lavoro subordinato,Operai Generici,CO ,Hired
South Male,45-54,BS,Higher Technical Institute,Lavoro subordinato,Manutenzione / Riparazione,VA ,Not Hired
Central Male,45-54,TO,Unknown,Lavoro subordinato,Operai Generici,MB ,Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Female,35-44,AN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,MC ,Not Hired
South Male,55-74,MI,Other,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Male,35-44,FE,Unknown,Lavoro subordinato,Finanza / Contabilità,VA ,Not Hired
Central Male,35-44,BS,Unknown,Ricerca e selezione,Operai Generici,BS ,Not Hired
South Male,25-34,TN,Unknown,Ricerca e selezione,Operai Generici,MI ,Hired
South Female,55-74,TO,Unknown,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,BG ,Hired
South Male,45-54,MI,Other,Ricerca e selezione,Operai Generici,VA ,Not Hired
South Female,55-74,UD,Other,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,CN ,Hired
South Female,45-54,CN,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,45-54,MI,Graduate,Ricerca e selezione,Operai Generici,VI ,Not Hired
South Male,25-34,VA,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,35-44,RO,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Male,35-44,LT,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Hired
South Female,45-54,BG,Other,Ricerca e selezione,Operai Generici,CN ,Not Hired
South Female,35-44,MI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Female,25-34,RM,Unknown,Other,Magazzino / Logistica / Trasporti,BS ,Hired
South Male,45-54,TO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Male,45-54,PG,Unknown,Ricerca e selezione,Operai Specializzati,AO ,Hired
South Female,15-24,PD,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,UD ,Not Hired
South Male,25-34,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,PC ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,BO,Unknown,Lavoro subordinato,Operai Specializzati,MN ,Not Hired
South Female,35-44,TO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,CN ,Hired
Central Male,25-34,PT,Unknown,Ricerca e selezione,Impiegati,PV ,Not Hired
South Female,15-24,BO,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
South Female,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
Central Female,55-74,MI,Other,Lavoro subordinato,Ingegneria Impiantistica,BO ,Hired
South Female,35-44,BG,Other,Lavoro subordinato,Operai Specializzati,VA ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,UD ,Not Hired
South Female,45-54,MO,Other,Lavoro subordinato,Operai Generici,BS ,Hired
Central Male,45-54,CR,Unknown,Lavoro subordinato,Operai Specializzati,FM ,Not Hired
South Male,45-54,PN,Unknown,Ricerca e selezione,Operai Specializzati,VR ,Not Hired
South Male,25-34,BO,Other,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
South Female,45-54,BS,Other,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,BG ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Assistenziale / Paramedico / Tecnico,UD ,Not Hired
South Female,15-24,BO,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Not Hired
South Female,25-34,MO,Other,Ricerca e selezione,Operai Generici,TV ,Not Hired
South Female,35-44,MI,Other,Lavoro subordinato,Operai Generici,MI ,Not Hired
Central Male,45-54,BG,Graduate,Ricerca e selezione,Assistenziale / Paramedico / Tecnico,BS ,Not Hired
South Female,45-54,MB,Unknown,Lavoro subordinato,Operai Generici,CR ,Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,CR ,Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
South Female,15-24,BG,Unknown,Lavoro subordinato,Operai Specializzati,BO ,Not Hired
South Female,35-44,LC,Unknown,Ricerca e selezione,Operai Generici,PR ,Not Hired
South Female,45-54,FM,Unknown,Lavoro subordinato,Manutenzione / Riparazione,CN ,Not Hired
South Male,45-54,AQ,Unknown,Lavoro subordinato,Finanza / Contabilità,MB ,Not Hired
South Female,25-34,TO,Vocational Certificate,Ricerca e selezione,Operai Generici,VA ,Not Hired
South Female,45-54,BZ,Higher Technical Institute,Ricerca e selezione,Operai Generici,VR ,Not Hired
South Female,25-34,TO,High School,Ricerca e selezione,Operai Generici,MI ,Hired
South Female,45-54,BO,Other,Ricerca e selezione,Commerciale / Vendita,VE ,Not Hired
South Female,25-34,CO,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
South Female,45-54,PN,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,CN ,Hired
South Male,55-74,RE,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,BG ,Hired
South Female,35-44,MN,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,25-34,CA,Unknown,Lavoro subordinato,Operai Generici,RE ,Not Hired
South Male,35-44,CO,Higher Technical Institute,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,SO ,Not Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,PD ,Hired
South Male,55-74,BS,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Female,25-34,PI,Other,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,25-34,PN,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,35-44,PD,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Female,15-24,PC,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,VR ,Not Hired
South Male,45-54,CO,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,55-74,MO,Unknown,Ricerca e selezione,Finanza / Contabilità,RM ,Not Hired
South Male,45-54,MB,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
South Female,55-74,MI,Unknown,Lavoro subordinato,Finanza / Contabilità,BS ,Hired
South Female,25-34,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,45-54,IM,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
South Male,45-54,PR,Unknown,Lavoro subordinato,Operai Generici,MB ,Hired
South Female,55-74,BS,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,RE ,Not Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Female,35-44,BI,Other,Ricerca e selezione,Progettisti / Design / Grafici,BS ,Not Hired
South Male,35-44,FR,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,MB ,Not Hired
South Male,35-44,TS,Unknown,Ricerca e selezione,Operai Generici,TE ,Not Hired
South Female,35-44,PO,Vocational Certificate,Ricerca e selezione,Operai Specializzati,RM ,Not Hired
