scores_MATq_3,gender,mother_education,father_education,mother_occupation,father_occupation,immigrant_status,age_at_enrollment,books_in_home,adults_reading_books,school_ownership,teacher_transfer_rate,capital_island,socioeconomic_status,decision
Middle Range,Male,Tertiary,Primary,Unemployed Not Looking,Retired,Spain,< 3,51 - 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Tertiary,Secondary,Retired,Retired,Spain,3 - 4,11 - 50,101 - 200,Public,High,Yes,Low,Pass
Lower Tail,Male,Tertiary,Secondary,Retired,Retired,Spain,< 3,51 - 100,> 200,Public,High,Yes,Low,Not Pass
Lower Tail,Female,Secondary,No Ed.,Retired,Unemployed Looking,Another Country,< 3,< 11,11 - 50,Public,High,No,High,Not Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Retired,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Secondary,Secondary,Retired,Unemployed Not Looking,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Secondary,Primary,Retired,Unemployed Looking,Spain,3 - 4,< 11,11 - 50,Public,High,Yes,High,Pass
Lower Tail,Male,No Ed.,No Ed.,Unemployed Not Looking,Unemployed Looking,Spain,3 - 4,< 11,> 200,Public,High,Yes,High,Not Pass
Middle Range,Female,No Ed.,Primary,Unemployed Looking,Retired,Spain,3 - 4,< 11,< 11,Public,High,Yes,High,Pass
Middle Range,Female,Primary,Primary,Retired,Retired,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,11 - 50,101 - 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Secondary,Primary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,11 - 50,11 - 50,Public,Low,Yes,Low,Pass
Middle Range,Female,Secondary,Primary,Retired,Retired,Spain,< 3,11 - 50,> 200,Public,High,Yes,High,Pass
Lower Tail,Male,Tertiary,Secondary,Retired,Retired,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Not Pass
Middle Range,Female,Secondary,Primary,Retired,Retired,Another Country,< 3,> 100,> 200,Public,High,No,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,11 - 50,> 200,Public,Low,Yes,Low,Pass
Middle Range,Male,Primary,No Ed.,Retired,Unemployed Looking,Spain,< 3,51 - 100,11 - 50,Public,Low,Yes,High,Pass
Lower Tail,Female,Primary,Primary,Unemployed Looking,Unemployed Looking,Spain,3 - 4,11 - 50,> 200,Public,High,Yes,High,Not Pass
Lower Tail,Male,Tertiary,Primary,Unemployed Not Looking,Retired,Spain,< 3,11 - 50,> 200,Public,Low,Yes,High,Not Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,< 3,11 - 50,> 200,Private,Low,Yes,High,Pass
Middle Range,Male,Secondary,Tertiary,Retired,Unemployed Not Looking,Spain,< 3,> 100,101 - 200,Private,Low,Yes,Low,Pass
Lower Tail,Female,Primary,Primary,Unemployed Looking,Unemployed Looking,Spain,< 3,< 11,< 11,Public,High,Yes,High,Not Pass
Lower Tail,Male,No Ed.,No Ed.,Unemployed Not Looking,Unemployed Looking,Spain,< 3,11 - 50,> 200,Public,High,Yes,High,Not Pass
Middle Range,Female,No Ed.,Primary,Unemployed Looking,Retired,Spain,< 3,< 11,< 11,Public,High,Yes,High,Pass
Middle Range,Female,Secondary,Primary,Retired,Retired,Spain,< 3,51 - 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Secondary,Secondary,Retired,Unemployed Looking,Spain,< 3,11 - 50,11 - 50,Public,Low,Yes,High,Pass
Middle Range,Female,Secondary,Primary,Retired,Retired,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,High,Pass
Middle Range,Female,Secondary,Tertiary,Retired,Retired,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Male,Primary,Tertiary,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,High,Pass
Lower Tail,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Not Pass
Middle Range,Female,Primary,Secondary,Unemployed Not Looking,Retired,Spain,< 3,< 11,11 - 50,Public,Low,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Unemployed Not Looking,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Retired,Spain,< 3,51 - 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Male,Secondary,Primary,Retired,Retired,Spain,< 3,11 - 50,> 200,Public,Low,Yes,High,Pass
Middle Range,Male,Tertiary,Secondary,Retired,Unemployed Not Looking,Spain,3 - 4,51 - 100,101 - 200,Public,High,Yes,Low,Pass
Lower Tail,Female,Primary,Primary,Retired,Retired,Another Country,3 - 4,11 - 50,11 - 50,Public,Low,Yes,High,Not Pass
Lower Tail,Female,Primary,No Ed.,Unemployed Looking,Retired,Spain,< 3,< 11,> 200,Public,High,Yes,High,Not Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Looking,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,Low,Pass
Middle Range,Female,Secondary,Secondary,Retired,Retired,Spain,3 - 4,51 - 100,11 - 50,Public,High,Yes,Low,Pass
Middle Range,Male,Secondary,Secondary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,< 11,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,No Ed.,Tertiary,Unemployed Looking,Unemployed Not Looking,Spain,3 - 4,> 100,> 200,Public,High,Yes,Low,Pass
Lower Tail,Male,No Ed.,No Ed.,Unemployed Looking,Unemployed Looking,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Not Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Unemployed Not Looking,Spain,3 - 4,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,Secondary,Secondary,Retired,Retired,Spain,3 - 4,< 11,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Secondary,Primary,Retired,Retired,Spain,< 3,51 - 100,11 - 50,Public,Low,Yes,High,Pass
Middle Range,Female,Primary,No Ed.,Unemployed Looking,Unemployed Not Looking,Spain,3 - 4,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Tertiary,Primary,Unemployed Not Looking,Retired,Another Country,< 3,> 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Secondary,No Ed.,Retired,Retired,Spain,3 - 4,51 - 100,101 - 200,Public,High,No,High,Pass
Lower Tail,Female,Tertiary,Tertiary,Retired,Retired,Another Country,< 3,> 100,101 - 200,Private,Low,Yes,Low,Not Pass
Middle Range,Female,Tertiary,Secondary,Retired,Retired,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Pass
Lower Tail,Male,No Ed.,Primary,Retired,Retired,Spain,< 3,< 11,< 11,Public,High,Yes,High,Not Pass
Middle Range,Male,Secondary,Tertiary,Retired,Retired,Spain,< 3,> 100,11 - 50,Private,Low,Yes,Low,Pass
Lower Tail,Male,No Ed.,Tertiary,Unemployed Not Looking,Retired,Spain,3 - 4,51 - 100,101 - 200,Public,High,Yes,Low,Not Pass
Middle Range,Male,No Ed.,No Ed.,Unemployed Looking,Unemployed Looking,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Pass
Lower Tail,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,> 200,Private,Low,Yes,High,Not Pass
Middle Range,Female,Tertiary,Primary,Unemployed Not Looking,Unemployed Looking,Spain,< 3,51 - 100,> 200,Public,High,No,Low,Pass
Lower Tail,Female,Primary,No Ed.,Retired,Unemployed Looking,Spain,< 3,> 100,11 - 50,Public,Low,No,High,Not Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Retired,Spain,< 3,> 100,11 - 50,Private,High,Yes,Low,Pass
Lower Tail,Male,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Not Pass
Lower Tail,Male,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,3 - 4,51 - 100,> 200,Private,Low,Yes,Low,Not Pass
Middle Range,Female,No Ed.,No Ed.,Retired,Retired,Spain,3 - 4,51 - 100,11 - 50,Public,High,No,High,Pass
Middle Range,Male,Secondary,Primary,Unemployed Looking,Unemployed Looking,Spain,< 3,> 100,> 200,Private,High,No,Low,Pass
Middle Range,Male,Tertiary,Primary,Retired,Retired,Spain,< 3,11 - 50,> 200,Public,Low,Yes,High,Pass
Middle Range,Female,Primary,Primary,Retired,Retired,Spain,< 3,11 - 50,11 - 50,Private,Low,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Pass
Lower Tail,Female,Primary,Primary,Retired,Retired,Another Country,3 - 4,11 - 50,< 11,Public,High,No,High,Not Pass
Middle Range,Female,No Ed.,No Ed.,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,< 11,11 - 50,Public,High,Yes,High,Pass
Middle Range,Male,Primary,Primary,Retired,Retired,Spain,< 3,11 - 50,101 - 200,Private,High,Yes,High,Pass
Middle Range,Male,Primary,Primary,Wage Employment,Unemployed Looking,Spain,< 3,< 11,51 - 100,Public,Low,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,> 100,> 200,Public,Low,Yes,Low,Pass
Middle Range,Female,Secondary,Secondary,Retired,Retired,Spain,< 3,51 - 100,11 - 50,Public,Low,No,High,Pass
Middle Range,Male,Primary,Tertiary,Unemployed Looking,Retired,Spain,< 3,11 - 50,> 200,Public,High,Yes,High,Pass
Middle Range,Male,Primary,Tertiary,Retired,Unemployed Looking,Spain,< 3,51 - 100,11 - 50,Public,High,Yes,Low,Pass
Middle Range,Female,Tertiary,No Ed.,Unemployed Not Looking,Unemployed Looking,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,No Ed.,Tertiary,Wage Employment,Unemployed Looking,Spain,3 - 4,11 - 50,11 - 50,Public,Low,Yes,High,Pass
Lower Tail,Male,Tertiary,No Ed.,Retired,Retired,Spain,< 3,51 - 100,> 200,Public,Low,Yes,Low,Not Pass
Middle Range,Female,No Ed.,Secondary,Unemployed Looking,Retired,Spain,3 - 4,11 - 50,101 - 200,Public,High,Yes,High,Pass
Middle Range,Female,Secondary,Secondary,Retired,Retired,Another Country,3 - 4,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Retired,Spain,3 - 4,11 - 50,11 - 50,Private,High,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Another Country,3 - 4,< 11,101 - 200,Public,High,Yes,High,Pass
Lower Tail,Male,No Ed.,No Ed.,Unemployed Looking,Unemployed Looking,Spain,3 - 4,11 - 50,< 11,Public,High,No,High,Not Pass
Middle Range,Male,No Ed.,Tertiary,Unemployed Not Looking,Retired,Spain,3 - 4,> 100,> 200,Private,High,Yes,High,Pass
Middle Range,Female,Tertiary,No Ed.,Unemployed Not Looking,Retired,Spain,< 3,51 - 100,> 200,Public,Low,Yes,High,Pass
Middle Range,Female,Primary,Primary,Retired,Retired,Spain,< 3,51 - 100,> 200,Public,High,Yes,High,Pass
Middle Range,Male,Secondary,No Ed.,Retired,Retired,Spain,3 - 4,< 11,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,51 - 100,101 - 200,Private,Low,Yes,Low,Pass
Middle Range,Male,Primary,Secondary,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,11 - 50,Private,Low,Yes,Low,Pass
Middle Range,Male,Secondary,Primary,Retired,Retired,Another Country,3 - 4,51 - 100,11 - 50,Public,Low,No,High,Pass
Middle Range,Female,Secondary,Secondary,Retired,Retired,Another Country,< 3,51 - 100,> 200,Public,High,No,High,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,51 - 100,> 200,Private,Low,Yes,Low,Pass
Lower Tail,Female,Tertiary,Tertiary,Retired,Retired,Another Country,< 3,11 - 50,> 200,Public,High,Yes,High,Not Pass
Middle Range,Male,Primary,No Ed.,Retired,Retired,Spain,> 4,< 11,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Secondary,Primary,Retired,Unemployed Not Looking,Spain,< 3,51 - 100,11 - 50,Public,High,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,> 100,101 - 200,Private,High,Yes,Low,Pass
Middle Range,Male,Tertiary,Primary,Unemployed Looking,Retired,Spain,3 - 4,11 - 50,11 - 50,Public,Low,Yes,High,Pass
Middle Range,Female,Primary,Primary,Retired,Retired,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Male,Tertiary,Secondary,Retired,Retired,Spain,3 - 4,51 - 100,> 200,Public,High,Yes,High,Pass
Middle Range,Male,Secondary,No Ed.,Retired,Retired,Spain,3 - 4,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,Primary,Primary,Retired,Retired,Spain,3 - 4,11 - 50,101 - 200,Private,Low,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,> 100,101 - 200,Private,Low,Yes,Low,Pass
Lower Tail,Female,Secondary,Primary,Retired,Unemployed Looking,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,High,Not Pass
Middle Range,Male,No Ed.,Secondary,Retired,Retired,Spain,3 - 4,< 11,11 - 50,Public,Low,Yes,High,Pass
Middle Range,Female,Secondary,Secondary,Unemployed Looking,Unemployed Not Looking,Spain,< 3,11 - 50,11 - 50,Public,Low,Yes,Low,Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,Primary,Tertiary,Unemployed Looking,Unemployed Not Looking,Spain,3 - 4,11 - 50,11 - 50,Public,High,No,Low,Pass
Middle Range,Male,Primary,Tertiary,Retired,Retired,Spain,3 - 4,< 11,11 - 50,Public,Low,Yes,High,Pass
Middle Range,Female,Secondary,Secondary,Unemployed Looking,Retired,Spain,> 4,> 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Primary,Primary,Retired,Retired,Spain,< 3,< 11,101 - 200,Private,Low,Yes,High,Pass
Middle Range,Female,No Ed.,Primary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,51 - 100,< 11,Public,High,Yes,Low,Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Unemployed Not Looking,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,No Ed.,No Ed.,Retired,Retired,Spain,3 - 4,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Retired,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,Secondary,No Ed.,Retired,Retired,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Male,Tertiary,Primary,Retired,Retired,Spain,< 3,11 - 50,> 200,Private,Low,Yes,High,Pass
Middle Range,Male,Secondary,Primary,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,Low,Pass
Middle Range,Female,Secondary,Secondary,Retired,Retired,Spain,< 3,51 - 100,101 - 200,Public,High,Yes,High,Pass
Lower Tail,Female,Primary,Primary,Unemployed Not Looking,Retired,Spain,3 - 4,51 - 100,11 - 50,Public,High,No,Low,Not Pass
Middle Range,Male,Primary,Tertiary,Unemployed Looking,Retired,Spain,< 3,11 - 50,11 - 50,Public,Low,Yes,Low,Pass
Lower Tail,Male,Tertiary,Secondary,Retired,Retired,Spain,< 3,51 - 100,101 - 200,Private,Low,Yes,High,Not Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Unemployed Looking,Spain,< 3,51 - 100,101 - 200,Private,Low,Yes,Low,Pass
Lower Tail,Male,Primary,Primary,Retired,Unemployed Not Looking,Spain,< 3,51 - 100,11 - 50,Public,High,Yes,Low,Not Pass
Lower Tail,Female,Secondary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,High,Not Pass
Lower Tail,Female,Secondary,Primary,Retired,Unemployed Looking,Spain,3 - 4,11 - 50,> 200,Public,Low,Yes,High,Not Pass
Middle Range,Female,Secondary,Secondary,Retired,Retired,Spain,< 3,11 - 50,> 200,Public,High,Yes,High,Pass
Middle Range,Female,Tertiary,No Ed.,Retired,Retired,Spain,< 3,11 - 50,> 200,Public,Low,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Unemployed Not Looking,Spain,3 - 4,11 - 50,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,< 3,51 - 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Male,Primary,Tertiary,Retired,Retired,Spain,3 - 4,51 - 100,> 200,Public,Low,Yes,High,Pass
Lower Tail,Female,Tertiary,Secondary,Retired,Retired,Spain,< 3,< 11,101 - 200,Public,High,Yes,High,Not Pass
Middle Range,Female,Secondary,Secondary,Unemployed Not Looking,Retired,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,Low,Pass
Lower Tail,Female,Tertiary,Secondary,Unemployed Not Looking,Retired,Spain,< 3,11 - 50,11 - 50,Private,Low,Yes,Low,Not Pass
Middle Range,Male,Tertiary,Primary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,51 - 100,101 - 200,Private,Low,Yes,Low,Pass
Lower Tail,Male,Tertiary,Primary,Retired,Retired,Spain,< 3,11 - 50,101 - 200,Private,High,Yes,Low,Not Pass
Lower Tail,Male,Tertiary,Primary,Retired,Retired,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Not Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Retired,Another Country,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Primary,Primary,Unemployed Looking,Unemployed Looking,Spain,3 - 4,11 - 50,> 200,Public,High,No,High,Pass
Middle Range,Female,Secondary,Primary,Retired,Unemployed Looking,Spain,3 - 4,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Another Country,< 3,< 11,51 - 100,Private,Low,Yes,Low,Pass
Lower Tail,Male,Primary,Primary,Unemployed Looking,Unemployed Looking,Spain,3 - 4,< 11,11 - 50,Public,High,Yes,High,Not Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,51 - 100,101 - 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Primary,No Ed.,Retired,Retired,Spain,< 3,11 - 50,< 11,Private,High,Yes,High,Pass
Middle Range,Female,Tertiary,Secondary,Retired,Retired,Spain,< 3,11 - 50,51 - 100,Private,Low,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,3 - 4,51 - 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,< 3,51 - 100,> 200,Public,Low,Yes,Low,Pass
Lower Tail,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,51 - 100,11 - 50,Public,High,Yes,Low,Not Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,< 11,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Primary,Secondary,Unemployed Looking,Unemployed Not Looking,Spain,> 4,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,No Ed.,No Ed.,Unemployed Looking,Retired,Spain,< 3,11 - 50,101 - 200,Public,High,Yes,High,Pass
Middle Range,Female,No Ed.,Primary,Unemployed Looking,Retired,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Tertiary,Secondary,Retired,Unemployed Not Looking,Spain,3 - 4,11 - 50,11 - 50,Public,High,Yes,Low,Pass
Lower Tail,Male,No Ed.,No Ed.,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,11 - 50,11 - 50,Private,Low,Yes,High,Not Pass
Middle Range,Male,Tertiary,Primary,Retired,Retired,Spain,< 3,> 100,> 200,Public,High,Yes,Low,Pass
Lower Tail,Female,Tertiary,Secondary,Retired,Retired,Spain,< 3,51 - 100,> 200,Public,Low,Yes,High,Not Pass
Middle Range,Male,No Ed.,No Ed.,Unemployed Looking,Retired,Spain,3 - 4,51 - 100,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,> 200,Private,Low,Yes,Low,Pass
Middle Range,Male,Primary,Primary,Unemployed Looking,Unemployed Looking,Spain,< 3,11 - 50,> 200,Public,High,Yes,High,Pass
Lower Tail,Male,Tertiary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,11 - 50,Public,High,No,Low,Not Pass
Lower Tail,Male,Secondary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,< 11,Public,Low,Yes,High,Not Pass
Middle Range,Male,Tertiary,Primary,Retired,Retired,Spain,3 - 4,51 - 100,101 - 200,Public,High,No,Low,Pass
Middle Range,Female,Primary,Primary,Unemployed Looking,Retired,Spain,< 3,51 - 100,51 - 100,Public,High,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,Low,Pass
Lower Tail,Female,Secondary,Secondary,Unemployed Looking,Unemployed Looking,Spain,< 3,11 - 50,< 11,Public,Low,No,High,Not Pass
Lower Tail,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Not Pass
Middle Range,Female,Primary,Primary,Retired,Retired,Spain,< 3,11 - 50,11 - 50,Private,Low,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Retired,Spain,< 3,> 100,11 - 50,Private,High,Yes,Low,Pass
Lower Tail,Female,Tertiary,Primary,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,101 - 200,Private,Low,Yes,Low,Not Pass
Lower Tail,Male,Tertiary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,> 200,Private,High,Yes,High,Not Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,> 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Secondary,No Ed.,Retired,Retired,Spain,< 3,51 - 100,> 200,Public,Low,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,> 200,Public,High,Yes,Low,Pass
Middle Range,Male,Tertiary,Secondary,Retired,Retired,Spain,< 3,11 - 50,51 - 100,Private,High,No,High,Pass
Middle Range,Male,Tertiary,No Ed.,Retired,Unemployed Not Looking,Spain,3 - 4,11 - 50,11 - 50,Private,Low,Yes,Low,Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,No Ed.,Primary,Unemployed Looking,Retired,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Pass
Lower Tail,Male,Primary,Tertiary,Retired,Retired,Spain,3 - 4,> 100,101 - 200,Public,High,Yes,Low,Not Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,11 - 50,> 200,Private,High,Yes,High,Pass
Middle Range,Male,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,51 - 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Secondary,No Ed.,Retired,Retired,Spain,< 3,11 - 50,101 - 200,Public,Low,Yes,High,Pass
Middle Range,Male,Primary,No Ed.,Retired,Unemployed Not Looking,Spain,< 3,11 - 50,11 - 50,Public,High,Yes,High,Pass
Middle Range,Female,Tertiary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,< 3,51 - 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Primary,Primary,Unemployed Looking,Unemployed Looking,Spain,< 3,51 - 100,> 200,Public,High,Yes,High,Pass
Middle Range,Male,Tertiary,Primary,Retired,Retired,Spain,< 3,> 100,> 200,Public,High,Yes,High,Pass
Lower Tail,Male,Primary,Tertiary,Retired,Retired,Spain,3 - 4,11 - 50,< 11,Public,Low,Yes,High,Not Pass
Middle Range,Female,Tertiary,Tertiary,Retired,Retired,Spain,< 3,51 - 100,> 200,Private,Low,Yes,Low,Pass
Middle Range,Female,Tertiary,Primary,Unemployed Not Looking,Retired,Another Country,3 - 4,> 100,> 200,Public,High,Yes,Low,Pass
Middle Range,Female,Secondary,Tertiary,Unemployed Not Looking,Unemployed Not Looking,Spain,3 - 4,> 100,11 - 50,Public,Low,Yes,Low,Pass
